Model already exists: ../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl
Loading the pre-trained diffusion model from "../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl"...
cherish
4
torch.Size([12])
teacher now
torch.Size([3])
/home/zeus/miniconda3/envs/cloudspace/lib/python3.9/site-packages/torch/distributed/distributed_c10d.py:4631: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user. 
  warnings.warn(  # warn only once
Total parameters in U-Net:      60417164
Setting up optimizer...
Training for 200 kimg...

Step: 0 | Loss-mean: 1131.86596680 | loss-std:  15.11037064
Step: 1 | Loss-mean: 102.64370728 | loss-std:   1.63773465
Step: 2 | Loss-mean:  20.44570541 | loss-std:   6.30074692
Step: 0 | Loss-mean: 1123.99755859 | loss-std:  14.42387199
Step: 1 | Loss-mean: 102.34555054 | loss-std:   1.58256817
Step: 2 | Loss-mean:  19.44911194 | loss-std:   5.83620930
tick 12    kimg 12.5      time 14m 01s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1123.41687012 | loss-std:  14.80726147
Step: 1 | Loss-mean: 102.03138733 | loss-std:   1.66944766
Step: 2 | Loss-mean:  19.87858200 | loss-std:   6.68949795
Step: 0 | Loss-mean: 1123.93603516 | loss-std:  15.56871319
Step: 1 | Loss-mean: 101.76766205 | loss-std:   1.64556575
Step: 2 | Loss-mean:  19.95707893 | loss-std:   5.62337923
Step: 0 | Loss-mean: 1123.60424805 | loss-std:  14.34670734
Step: 1 | Loss-mean: 101.64733124 | loss-std:   1.70526457
Step: 2 | Loss-mean:  20.92361832 | loss-std:   7.55242014
Step: 0 | Loss-mean: 1124.92761230 | loss-std:  14.85534763
Step: 1 | Loss-mean: 101.90208435 | loss-std:   1.54675043
Step: 2 | Loss-mean:  21.22795105 | loss-std:   5.98133564
tick 13    kimg 13.6      time 15m 08s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1123.95605469 | loss-std:  14.32058907
Step: 1 | Loss-mean: 101.35557556 | loss-std:   1.58859861
Step: 2 | Loss-mean:  20.73692703 | loss-std:   5.94985819
Step: 0 | Loss-mean: 1124.46203613 | loss-std:  14.17935467
Step: 1 | Loss-mean: 100.97317505 | loss-std:   1.61424506
Step: 2 | Loss-mean:  19.38192749 | loss-std:   5.97151089
Step: 0 | Loss-mean: 1122.87292480 | loss-std:  14.79215050
Step: 1 | Loss-mean: 100.55223083 | loss-std:   1.54600918
Step: 2 | Loss-mean:  19.37316513 | loss-std:   5.88727379
Step: 0 | Loss-mean: 1123.89514160 | loss-std:  14.34663010
Step: 1 | Loss-mean: 100.40046692 | loss-std:   1.51369035
Step: 2 | Loss-mean:  19.55031967 | loss-std:   6.44963264
tick 14    kimg 14.6      time 16m 16s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1124.20385742 | loss-std:  15.19957638
Step: 1 | Loss-mean: 100.09898376 | loss-std:   1.64568567
Step: 2 | Loss-mean:  19.42474937 | loss-std:   6.65232563
Step: 0 | Loss-mean: 1123.76574707 | loss-std:  13.24824905
Step: 1 | Loss-mean:  99.73657990 | loss-std:   1.41147947
Step: 2 | Loss-mean:  18.55356789 | loss-std:   5.78113413
Step: 0 | Loss-mean: 1123.44677734 | loss-std:  14.51500702
Step: 1 | Loss-mean:  99.43202209 | loss-std:   1.60537219
Step: 2 | Loss-mean:  18.32133102 | loss-std:   5.54172468
Step: 0 | Loss-mean: 1122.15917969 | loss-std:  15.40295601
Step: 1 | Loss-mean:  99.23446655 | loss-std:   1.60895455
Step: 2 | Loss-mean:  20.76451683 | loss-std:   6.43043661
tick 15    kimg 15.6      time 17m 23s      sec/tick 67.3    sec/kimg 65.76   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1124.68493652 | loss-std:  14.79101944
Step: 1 | Loss-mean: 100.87263489 | loss-std:   1.54868460
Step: 2 | Loss-mean:  23.14993286 | loss-std:   6.73395061
Step: 0 | Loss-mean: 1121.88159180 | loss-std:  15.79472065
Step: 1 | Loss-mean:  99.67214203 | loss-std:   1.65018547
Step: 2 | Loss-mean:  20.13786697 | loss-std:   5.86178017
Step: 0 | Loss-mean: 1123.85681152 | loss-std:  14.30694771
Step: 1 | Loss-mean:  99.11056519 | loss-std:   1.55681956
Step: 2 | Loss-mean:  19.74477577 | loss-std:   6.63171721
Step: 0 | Loss-mean: 1119.89794922 | loss-std:  13.75794888
Step: 1 | Loss-mean:  98.38511658 | loss-std:   1.69649220
Step: 2 | Loss-mean:  20.11478806 | loss-std:   6.53953123
tick 16    kimg 16.6      time 18m 30s      sec/tick 67.3    sec/kimg 65.77   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1122.57348633 | loss-std:  13.84113407
Step: 1 | Loss-mean:  98.13588715 | loss-std:   1.50408041
Step: 2 | Loss-mean:  19.44857597 | loss-std:   5.70603418
Step: 0 | Loss-mean: 1121.39208984 | loss-std:  15.23794270
Step: 1 | Loss-mean:  97.72522736 | loss-std:   1.56628120
Step: 2 | Loss-mean:  19.00379753 | loss-std:   5.92535114
Step: 0 | Loss-mean: 1120.66235352 | loss-std:  13.98758602
Step: 1 | Loss-mean:  97.36502075 | loss-std:   1.55018818
Step: 2 | Loss-mean:  18.42007065 | loss-std:   5.89428186
Step: 0 | Loss-mean: 1122.29614258 | loss-std:  13.97714138
Step: 1 | Loss-mean:  97.27005768 | loss-std:   1.54322064
Step: 2 | Loss-mean:  18.91858673 | loss-std:   5.76947880
tick 17    kimg 17.7      time 19m 38s      sec/tick 67.4    sec/kimg 65.78   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1120.83789062 | loss-std:  14.08402252
Step: 1 | Loss-mean:  96.96979523 | loss-std:   1.43461621
Step: 2 | Loss-mean:  19.66567230 | loss-std:   6.37647152
Step: 0 | Loss-mean: 1122.48071289 | loss-std:  13.74028969
Step: 1 | Loss-mean:  98.27597046 | loss-std:   1.39303613
Step: 2 | Loss-mean:  21.86199188 | loss-std:   5.91869593
Step: 0 | Loss-mean: 1120.74096680 | loss-std:  14.70387650
Step: 1 | Loss-mean:  97.92393494 | loss-std:   1.63352358
Step: 2 | Loss-mean:  20.35609818 | loss-std:   5.93272209
Step: 0 | Loss-mean: 1121.02832031 | loss-std:  13.93276215
Step: 1 | Loss-mean:  96.92644501 | loss-std:   1.55079675
Step: 2 | Loss-mean:  19.76424789 | loss-std:   5.75209522
tick 18    kimg 18.7      time 20m 45s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1120.59899902 | loss-std:  14.68347454
Step: 1 | Loss-mean:  96.23105621 | loss-std:   1.66863692
Step: 2 | Loss-mean:  19.24034691 | loss-std:   6.28027153
Step: 0 | Loss-mean: 1118.86108398 | loss-std:  14.35300827
Step: 1 | Loss-mean:  95.76419830 | loss-std:   1.56220961
Step: 2 | Loss-mean:  19.32649994 | loss-std:   5.87767839
Step: 0 | Loss-mean: 1119.83276367 | loss-std:  15.10965729
Step: 1 | Loss-mean:  95.62773132 | loss-std:   1.62745178
Step: 2 | Loss-mean:  19.43637848 | loss-std:   5.82123184
Step: 0 | Loss-mean: 1119.33447266 | loss-std:  13.80122375
Step: 1 | Loss-mean:  95.20402527 | loss-std:   1.49596536
Step: 2 | Loss-mean:  18.88923645 | loss-std:   6.35821390
tick 19    kimg 19.7      time 21m 52s      sec/tick 67.3    sec/kimg 65.69   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1119.16101074 | loss-std:  14.29217434
Step: 1 | Loss-mean:  94.87940979 | loss-std:   1.59402406
Step: 2 | Loss-mean:  19.27433014 | loss-std:   6.50776291
Step: 0 | Loss-mean: 1120.12768555 | loss-std:  13.81118774
Step: 1 | Loss-mean:  95.27644348 | loss-std:   1.46854055
Step: 2 | Loss-mean:  19.94511032 | loss-std:   5.99461746
Step: 0 | Loss-mean: 1119.38842773 | loss-std:  14.26640606
Step: 1 | Loss-mean:  94.70928955 | loss-std:   1.47132897
Step: 2 | Loss-mean:  20.38702011 | loss-std:   5.62421370
Step: 0 | Loss-mean: 1119.96203613 | loss-std:  14.65426445
Step: 1 | Loss-mean:  94.52073669 | loss-std:   1.56241798
Step: 2 | Loss-mean:  18.67688179 | loss-std:   5.45079279
tick 20    kimg 20.7      time 23m 00s      sec/tick 67.3    sec/kimg 65.75   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1118.90661621 | loss-std:  15.08347607
Step: 1 | Loss-mean:  93.92597961 | loss-std:   1.60018814
Step: 2 | Loss-mean:  18.33546066 | loss-std:   5.58743429
Step: 0 | Loss-mean: 1118.80053711 | loss-std:  14.40613747
Step: 1 | Loss-mean:  93.66290283 | loss-std:   1.57521462
Step: 2 | Loss-mean:  19.40125656 | loss-std:   5.62832594
Step: 0 | Loss-mean: 1118.28234863 | loss-std:  14.36909580
Step: 1 | Loss-mean:  93.31759644 | loss-std:   1.60791481
Step: 2 | Loss-mean:  18.76010323 | loss-std:   5.89376068
Step: 0 | Loss-mean: 1119.60937500 | loss-std:  14.62658501
Step: 1 | Loss-mean:  93.19314575 | loss-std:   1.64062643
Step: 2 | Loss-mean:  18.39026642 | loss-std:   5.70619106
tick 21    kimg 21.8      time 24m 07s      sec/tick 67.3    sec/kimg 65.75   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1117.09533691 | loss-std:  14.58066940
Step: 1 | Loss-mean:  92.58776855 | loss-std:   1.66995358
Step: 2 | Loss-mean:  17.56731033 | loss-std:   5.53084278
Step: 0 | Loss-mean: 1116.78198242 | loss-std:  13.87563992
Step: 1 | Loss-mean:  92.23811340 | loss-std:   1.53979516
Step: 2 | Loss-mean:  17.71353531 | loss-std:   5.24099398
Step: 0 | Loss-mean: 1117.68457031 | loss-std:  15.43881226
Step: 1 | Loss-mean:  92.26104736 | loss-std:   1.56936789
Step: 2 | Loss-mean:  18.87172890 | loss-std:   5.69380999
Step: 0 | Loss-mean: 1118.11010742 | loss-std:  15.40979576
Step: 1 | Loss-mean:  92.66091919 | loss-std:   1.61141384
Step: 2 | Loss-mean:  21.13136673 | loss-std:   5.80023670
tick 22    kimg 22.8      time 25m 14s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1117.35668945 | loss-std:  15.67839146
Step: 1 | Loss-mean:  91.85501099 | loss-std:   1.62103665
Step: 2 | Loss-mean:  20.43558121 | loss-std:   5.82838011
Step: 0 | Loss-mean: 1117.45239258 | loss-std:  13.14857292
Step: 1 | Loss-mean:  91.62195587 | loss-std:   1.54787970
Step: 2 | Loss-mean:  18.26484680 | loss-std:   5.13930130
Step: 0 | Loss-mean: 1116.50878906 | loss-std:  14.99085426
Step: 1 | Loss-mean:  91.48403931 | loss-std:   1.60369158
Step: 2 | Loss-mean:  18.66468620 | loss-std:   5.92649555
Step: 0 | Loss-mean: 1116.64306641 | loss-std:  14.37292957
Step: 1 | Loss-mean:  90.98966217 | loss-std:   1.67710483
Step: 2 | Loss-mean:  18.69325638 | loss-std:   6.11934137
tick 23    kimg 23.8      time 26m 22s      sec/tick 67.3    sec/kimg 65.76   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1115.97900391 | loss-std:  14.03985691
Step: 1 | Loss-mean:  90.50563049 | loss-std:   1.49466050
Step: 2 | Loss-mean:  18.30591202 | loss-std:   5.49942350
Step: 0 | Loss-mean: 1117.29284668 | loss-std:  13.54187775
Step: 1 | Loss-mean:  90.27196503 | loss-std:   1.44391704
Step: 2 | Loss-mean:  17.59981155 | loss-std:   4.89234209
Step: 0 | Loss-mean: 1116.17968750 | loss-std:  14.11199856
Step: 1 | Loss-mean:  89.93778992 | loss-std:   1.49123144
Step: 2 | Loss-mean:  17.88181877 | loss-std:   5.63845778
Step: 0 | Loss-mean: 1116.39172363 | loss-std:  13.79942989
Step: 1 | Loss-mean:  89.70180511 | loss-std:   1.55692828
Step: 2 | Loss-mean:  17.58563805 | loss-std:   5.48226452
tick 24    kimg 24.8      time 27m 29s      sec/tick 67.4    sec/kimg 65.79   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1117.15368652 | loss-std:  15.23143673
Step: 1 | Loss-mean:  89.68954468 | loss-std:   1.79751706
Step: 2 | Loss-mean:  19.54725647 | loss-std:   6.98211336
Step: 0 | Loss-mean: 1116.12939453 | loss-std:  14.23298836
Step: 1 | Loss-mean:  89.24319458 | loss-std:   1.52825844
Step: 2 | Loss-mean:  19.28801727 | loss-std:   5.37071657
Step: 0 | Loss-mean: 1115.18127441 | loss-std:  14.21175861
Step: 1 | Loss-mean:  88.93026733 | loss-std:   1.60843527
Step: 2 | Loss-mean:  18.03849792 | loss-std:   5.14018250
Step: 0 | Loss-mean: 1116.28417969 | loss-std:  15.08011055
Step: 1 | Loss-mean:  88.89803314 | loss-std:   1.65240419
Step: 2 | Loss-mean:  19.30755806 | loss-std:   6.22682524
tick 25    kimg 25.9      time 28m 36s      sec/tick 67.3    sec/kimg 65.77   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1114.83166504 | loss-std:  13.70335484
Step: 1 | Loss-mean:  88.44444275 | loss-std:   1.60270691
Step: 2 | Loss-mean:  20.30099297 | loss-std:   6.05261898
Step: 0 | Loss-mean: 1115.19677734 | loss-std:  14.20909309
Step: 1 | Loss-mean:  88.32148743 | loss-std:   1.52855742
Step: 2 | Loss-mean:  19.93214226 | loss-std:   6.13917971
Step: 0 | Loss-mean: 1115.27416992 | loss-std:  13.91844082
Step: 1 | Loss-mean:  87.94226074 | loss-std:   1.55162978
Step: 2 | Loss-mean:  18.29164505 | loss-std:   5.47966194
Step: 0 | Loss-mean: 1116.67956543 | loss-std:  14.08260918
Step: 1 | Loss-mean:  87.76002502 | loss-std:   1.54445112
Step: 2 | Loss-mean:  18.35164452 | loss-std:   5.25682449
tick 26    kimg 26.9      time 29m 44s      sec/tick 67.3    sec/kimg 65.72   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1114.42028809 | loss-std:  14.57962894
Step: 1 | Loss-mean:  87.27844238 | loss-std:   1.57260334
Step: 2 | Loss-mean:  18.33167267 | loss-std:   5.58168983
Step: 0 | Loss-mean: 1113.66137695 | loss-std:  15.03739452
Step: 1 | Loss-mean:  86.74282837 | loss-std:   1.70738029
Step: 2 | Loss-mean:  17.40432358 | loss-std:   5.62154055
Step: 0 | Loss-mean: 1113.55017090 | loss-std:  14.32302475
Step: 1 | Loss-mean:  86.44315338 | loss-std:   1.57195497
Step: 2 | Loss-mean:  17.38718414 | loss-std:   5.28121090
Step: 0 | Loss-mean: 1114.49267578 | loss-std:  14.65874577
Step: 1 | Loss-mean:  86.24584961 | loss-std:   1.62551749
Step: 2 | Loss-mean:  17.25041008 | loss-std:   5.15214682
tick 27    kimg 27.9      time 30m 51s      sec/tick 67.3    sec/kimg 65.74   maintenance 0.0    gpumem 16.66  reserved 20.88 
Step: 0 | Loss-mean: 1113.54614258 | loss-std:  14.55254650
Step: 1 | Loss-mean:  85.89418030 | loss-std:   1.67637622
Step: 2 | Loss-mean:  16.51600266 | loss-std:   5.01471424
Step: 0 | Loss-mean: 1113.15307617 | loss-std:  14.88743019
Step: 1 | Loss-mean:  85.54116821 | loss-std:   1.66807866
Step: 2 | Loss-mean:  16.33253479 | loss-std:   5.22415829
Step: 0 | Loss-mean: 1114.47314453 | loss-std:  14.89508057
