Model already exists: ../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl
Loading the pre-trained diffusion model from "../sfd-main/src/cifar10/edm-cifar10-32x32-uncond-vp.pkl"...
/home/zeus/miniconda3/envs/cloudspace/lib/python3.9/site-packages/torch/distributed/distributed_c10d.py:4631: UserWarning: No device id is provided via `init_process_group` or `barrier `. Using the current device set by the user. 
  warnings.warn(  # warn only once
Total parameters in U-Net:      60396419
Setting up optimizer...
Training for 2 kimg...

Step: 0 | Loss-mean:   9.66891575 | loss-std:   4.16844320
Step: 2 | Loss-mean:  11.44869804 | loss-std:   3.07171392
Step: 0 | Loss-mean:   9.56173038 | loss-std:   4.47455168
Step: 1 | Loss-mean:  12.45634460 | loss-std:   2.39244676
Step: 2 | Loss-mean:  11.14559269 | loss-std:   2.02993011
Step: 0 | Loss-mean:  10.32256031 | loss-std:   4.37049723
Step: 1 | Loss-mean:  12.07023716 | loss-std:   2.80089545
Step: 2 | Loss-mean:  10.85835838 | loss-std:   2.29792762
Step: 0 | Loss-mean:   9.20840359 | loss-std:   2.81227469
Step: 1 | Loss-mean:  11.71197033 | loss-std:   2.62478566
Step: 2 | Loss-mean:   9.73788643 | loss-std:   2.39860702
Step: 0 | Loss-mean:   9.79667568 | loss-std:   2.03120255
Step: 1 | Loss-mean:  11.45912170 | loss-std:   2.58516502
Step: 2 | Loss-mean:  10.27092552 | loss-std:   2.11280465
Step: 0 | Loss-mean:   8.97382164 | loss-std:   4.33664465
Step: 1 | Loss-mean:  10.12165260 | loss-std:   5.22339058
Step: 2 | Loss-mean:   9.89222527 | loss-std:   4.42430019
Step: 0 | Loss-mean:   8.06025505 | loss-std:   2.90632415
Step: 1 | Loss-mean:   9.10027409 | loss-std:   1.82010508
Step: 2 | Loss-mean:   8.53079414 | loss-std:   1.33635151
Step: 0 | Loss-mean:   9.91668701 | loss-std:   3.27636909
Step: 1 | Loss-mean:  10.54010773 | loss-std:   3.74891424
Step: 2 | Loss-mean:   9.46470642 | loss-std:   2.89007139
Step: 0 | Loss-mean:  10.42671680 | loss-std:   3.19040871
Step: 1 | Loss-mean:  10.23629665 | loss-std:   3.72833562
Step: 2 | Loss-mean:   9.62577057 | loss-std:   2.77205110
Step: 0 | Loss-mean:   7.99733973 | loss-std:   3.41876960
Step: 1 | Loss-mean:   8.50354385 | loss-std:   2.21522617
Step: 2 | Loss-mean:   8.35505295 | loss-std:   1.45090449
Step: 0 | Loss-mean:   8.86096573 | loss-std:   3.55723929
Step: 1 | Loss-mean:   9.09101582 | loss-std:   4.43701935
Step: 2 | Loss-mean:   9.07740402 | loss-std:   2.70310712
Step: 0 | Loss-mean:   9.15455055 | loss-std:   3.73607469
Step: 1 | Loss-mean:  10.64679527 | loss-std:   4.55761528
Step: 2 | Loss-mean:  10.50966454 | loss-std:   3.77254748
Step: 0 | Loss-mean:   9.92968178 | loss-std:   2.33197331
Step: 1 | Loss-mean:   9.94819164 | loss-std:   3.15740061
Step: 2 | Loss-mean:  10.64198875 | loss-std:   2.77741146
Step: 0 | Loss-mean:   8.70682335 | loss-std:   2.73736382
Step: 1 | Loss-mean:   8.24797630 | loss-std:   2.78209209
Step: 2 | Loss-mean:   9.00910187 | loss-std:   2.00217128
Step: 0 | Loss-mean:   7.83903742 | loss-std:   3.87423491
Step: 1 | Loss-mean:   9.10871315 | loss-std:   2.81617570
Step: 2 | Loss-mean:   9.94212818 | loss-std:   2.20125103
Step: 0 | Loss-mean:   8.82115364 | loss-std:   2.55877566
Step: 1 | Loss-mean:   7.93775940 | loss-std:   3.91294742
Step: 2 | Loss-mean:   9.63675690 | loss-std:   3.04320621
Step: 0 | Loss-mean:   9.78528786 | loss-std:   3.64778757
Step: 1 | Loss-mean:   9.11106873 | loss-std:   1.99365556
Step: 2 | Loss-mean:  10.68400574 | loss-std:   2.13443637
Step: 0 | Loss-mean:   8.12738609 | loss-std:   2.50185561
Step: 1 | Loss-mean:   8.56016636 | loss-std:   2.06069160
Step: 2 | Loss-mean:  10.66034317 | loss-std:   2.66727996
Step: 0 | Loss-mean:   9.33145618 | loss-std:   3.44620442
Step: 1 | Loss-mean:   8.09475517 | loss-std:   1.83904123
Step: 2 | Loss-mean:  10.00305367 | loss-std:   1.52787757
Step: 0 | Loss-mean:   9.50701714 | loss-std:   3.12298274
Step: 1 | Loss-mean:   8.01842880 | loss-std:   2.71839643
Step: 2 | Loss-mean:  10.33399677 | loss-std:   2.20996356
Step: 0 | Loss-mean:   8.14492989 | loss-std:   2.76046324
Step: 1 | Loss-mean:   8.62049484 | loss-std:   2.87715721
Step: 2 | Loss-mean:  10.50909996 | loss-std:   1.95707297
Step: 0 | Loss-mean:  10.20187187 | loss-std:   3.67088842
Step: 1 | Loss-mean:   7.51704788 | loss-std:   1.82566059
Step: 2 | Loss-mean:   9.39163685 | loss-std:   1.84978282
Step: 0 | Loss-mean:   8.24537277 | loss-std:   3.85945439
Step: 1 | Loss-mean:   7.20417690 | loss-std:   3.34606695
Step: 2 | Loss-mean:   9.75308418 | loss-std:   3.12527037
Step: 0 | Loss-mean:   8.14357376 | loss-std:   3.04945207
Step: 1 | Loss-mean:   7.55290937 | loss-std:   2.73782372
Step: 2 | Loss-mean:   9.55351830 | loss-std:   1.70605910
Step: 0 | Loss-mean:   8.87691116 | loss-std:   2.12140870
Step: 1 | Loss-mean:   6.22644854 | loss-std:   1.63775694
Step: 2 | Loss-mean:   8.12036896 | loss-std:   1.58133948
Step: 0 | Loss-mean:   9.23928261 | loss-std:   3.53068542
Step: 1 | Loss-mean:   7.71057892 | loss-std:   2.22413015
Step: 2 | Loss-mean:   8.82628727 | loss-std:   2.09704852
Step: 0 | Loss-mean:   9.05319405 | loss-std:   4.21688557
Step: 1 | Loss-mean:   8.24993324 | loss-std:   3.36540389
Step: 2 | Loss-mean:   9.25051117 | loss-std:   1.99322844
Step: 0 | Loss-mean:  11.74781704 | loss-std:   3.37820935
Step: 1 | Loss-mean:   8.79237938 | loss-std:   3.60748005
Step: 2 | Loss-mean:   9.91596889 | loss-std:   3.41769958
Step: 0 | Loss-mean:   9.97349262 | loss-std:   4.24195862
Step: 1 | Loss-mean:   6.91191196 | loss-std:   2.39792681
Step: 2 | Loss-mean:   8.34939671 | loss-std:   1.79870379
Step: 0 | Loss-mean:   9.89332294 | loss-std:   4.02047586
Step: 1 | Loss-mean:   7.76797390 | loss-std:   2.44711494
Step: 2 | Loss-mean:   8.09234428 | loss-std:   2.05387020
Step: 0 | Loss-mean:  10.27108383 | loss-std:   3.51713872
Step: 1 | Loss-mean:   7.80076456 | loss-std:   2.99930811
Step: 2 | Loss-mean:   9.01588154 | loss-std:   2.52126408
Step: 0 | Loss-mean:   9.30349255 | loss-std:   4.56530905
Step: 1 | Loss-mean:   7.54646444 | loss-std:   2.62177134
Step: 2 | Loss-mean:   9.37865257 | loss-std:   2.13465691
Step: 0 | Loss-mean:   9.14991379 | loss-std:   2.96300793
Step: 1 | Loss-mean:   6.55702782 | loss-std:   1.83606434
Step: 2 | Loss-mean:   8.59693146 | loss-std:   1.36766064
Step: 0 | Loss-mean:  10.34100533 | loss-std:   3.23118019
Step: 1 | Loss-mean:   7.39989710 | loss-std:   1.94471657
Step: 2 | Loss-mean:   9.00036716 | loss-std:   1.76249576
Step: 0 | Loss-mean:   8.49890709 | loss-std:   3.60220003
Step: 1 | Loss-mean:   6.93894482 | loss-std:   1.79526401
Step: 2 | Loss-mean:   8.67576027 | loss-std:   2.29715204
Step: 0 | Loss-mean:   9.66379929 | loss-std:   4.02253389
Step: 1 | Loss-mean:   7.67553997 | loss-std:   4.07031202
Step: 2 | Loss-mean:   9.41820526 | loss-std:   4.53384829
Step: 0 | Loss-mean:   8.94312286 | loss-std:   3.46088052
Step: 1 | Loss-mean:   7.50300217 | loss-std:   2.14103365
Step: 2 | Loss-mean:   8.59869862 | loss-std:   2.07300735
Step: 0 | Loss-mean:   9.40313530 | loss-std:   3.86060429
Step: 1 | Loss-mean:   6.95020390 | loss-std:   2.27448797
Step: 2 | Loss-mean:   8.20379066 | loss-std:   1.88285422
Step: 0 | Loss-mean:   9.27254105 | loss-std:   3.48147988
Step: 1 | Loss-mean:   6.47724438 | loss-std:   2.61843562
Step: 2 | Loss-mean:   8.24384403 | loss-std:   2.78158975
Step: 0 | Loss-mean:   9.63815117 | loss-std:   2.43066716
Step: 1 | Loss-mean:   8.93288422 | loss-std:   3.22153807
Step: 2 | Loss-mean:   9.23078918 | loss-std:   2.95428729
Step: 0 | Loss-mean:   8.10562229 | loss-std:   3.52599955
Step: 1 | Loss-mean:   5.93505621 | loss-std:   2.18820143
Step: 2 | Loss-mean:   7.55971813 | loss-std:   1.47234297
Step: 0 | Loss-mean:   8.63874054 | loss-std:   4.13809299
Step: 1 | Loss-mean:   6.67797089 | loss-std:   2.17101288
Step: 2 | Loss-mean:   8.38851833 | loss-std:   2.11490178
Step: 0 | Loss-mean:  10.60822392 | loss-std:   5.70090628
Step: 1 | Loss-mean:   6.99768734 | loss-std:   2.99722886
Step: 2 | Loss-mean:   7.73612022 | loss-std:   2.70612764
Step: 0 | Loss-mean:   9.93771744 | loss-std:   4.84869766
Step: 1 | Loss-mean:   8.28000832 | loss-std:   2.52094150
Step: 2 | Loss-mean:   8.93569946 | loss-std:   2.46570444
Step: 0 | Loss-mean:  10.14179802 | loss-std:   4.67763042
Step: 1 | Loss-mean:   7.09840870 | loss-std:   2.62561059
Step: 2 | Loss-mean:   8.18846512 | loss-std:   1.94152772
Step: 0 | Loss-mean:   8.92099190 | loss-std:   2.88135219
Step: 1 | Loss-mean:   6.65653038 | loss-std:   3.02741098
Step: 2 | Loss-mean:   8.21040344 | loss-std:   2.70178318
Step: 0 | Loss-mean:   9.07180595 | loss-std:   5.00028133
Step: 1 | Loss-mean:   7.00039864 | loss-std:   1.91831589
Step: 2 | Loss-mean:   8.38746643 | loss-std:   2.07895136
Step: 0 | Loss-mean:   7.75695324 | loss-std:   2.64398575
Step: 1 | Loss-mean:   6.21894169 | loss-std:   2.17838120
Step: 2 | Loss-mean:   7.63697433 | loss-std:   2.49168205
Step: 0 | Loss-mean:  10.21594238 | loss-std:   3.36556363
Step: 1 | Loss-mean:   6.46202755 | loss-std:   2.69434118
Step: 2 | Loss-mean:   7.76077175 | loss-std:   2.48946333
tick 1     kimg 1.0       time 1m 22s       sec/tick 73.8    sec/kimg 73.23   maintenance 0.0    gpumem 2.21   reserved 2.29  
Step: 0 | Loss-mean:   9.62828445 | loss-std:   3.35991597
Step: 1 | Loss-mean:   6.83087921 | loss-std:   2.85111499
Step: 2 | Loss-mean:   8.22236443 | loss-std:   2.52965164
Step: 0 | Loss-mean:   9.03478241 | loss-std:   4.49380207
Step: 1 | Loss-mean:   7.68890190 | loss-std:   2.65766168
Step: 2 | Loss-mean:   9.11970711 | loss-std:   2.49978447
Step: 0 | Loss-mean:  10.68176746 | loss-std:   4.52975321
Step: 1 | Loss-mean:   7.75735760 | loss-std:   1.79625988
Step: 2 | Loss-mean:   8.78394222 | loss-std:   1.86931157
Step: 0 | Loss-mean:  10.32009983 | loss-std:   3.22957158
Step: 1 | Loss-mean:   6.99598503 | loss-std:   2.15967011
Step: 2 | Loss-mean:   8.19366455 | loss-std:   2.08756566
Step: 0 | Loss-mean:   8.97993279 | loss-std:   2.89342237
Step: 1 | Loss-mean:   6.30737972 | loss-std:   2.01420236
Step: 2 | Loss-mean:   7.73233700 | loss-std:   1.58997941
Step: 0 | Loss-mean:   8.30839252 | loss-std:   2.69173527
Step: 1 | Loss-mean:   6.43601894 | loss-std:   1.45014858
Step: 2 | Loss-mean:   7.71631384 | loss-std:   1.37059152
Step: 0 | Loss-mean:  10.28230476 | loss-std:   6.32912779
Step: 1 | Loss-mean:   7.59477282 | loss-std:   3.13172078
Step: 2 | Loss-mean:   8.94023323 | loss-std:   3.00694323
Step: 0 | Loss-mean:   9.83190918 | loss-std:   3.37935662
Step: 1 | Loss-mean:   7.35909557 | loss-std:   2.48406124
Step: 2 | Loss-mean:   8.22356319 | loss-std:   2.80311871
Step: 0 | Loss-mean:   7.48155928 | loss-std:   1.89165628
Step: 1 | Loss-mean:   7.51535702 | loss-std:   1.69349098
Step: 2 | Loss-mean:   9.43805790 | loss-std:   1.95404899
Step: 0 | Loss-mean:   9.42277908 | loss-std:   4.15058422
Step: 1 | Loss-mean:   7.18382263 | loss-std:   1.89231277
Step: 2 | Loss-mean:   8.28087044 | loss-std:   2.07145905
Step: 0 | Loss-mean:  10.61419678 | loss-std:   3.61281681
Step: 1 | Loss-mean:   6.87882566 | loss-std:   3.74224401
Step: 2 | Loss-mean:   7.70264339 | loss-std:   3.90206361
Step: 0 | Loss-mean:   9.52335548 | loss-std:   3.79996419
Step: 1 | Loss-mean:   5.73583603 | loss-std:   1.98545194
Step: 2 | Loss-mean:   6.75001860 | loss-std:   1.85948455
Step: 0 | Loss-mean:   9.52553177 | loss-std:   4.56319714
Step: 1 | Loss-mean:   7.18101740 | loss-std:   1.68118787
Step: 2 | Loss-mean:   7.95735025 | loss-std:   1.56443954
Step: 0 | Loss-mean:   8.10723877 | loss-std:   2.70948100
Step: 1 | Loss-mean:   5.61775970 | loss-std:   2.26758313
Step: 2 | Loss-mean:   7.59487629 | loss-std:   2.53646040
Step: 0 | Loss-mean:   9.15766716 | loss-std:   3.35071993
Step: 1 | Loss-mean:   7.72991228 | loss-std:   3.54158378
Step: 2 | Loss-mean:   8.48301888 | loss-std:   3.53938389
Step: 0 | Loss-mean:   9.90667915 | loss-std:   3.64761949
Step: 1 | Loss-mean:   6.78335190 | loss-std:   2.13544416
Step: 2 | Loss-mean:   7.74465656 | loss-std:   1.86162007
Step: 0 | Loss-mean:   9.74850464 | loss-std:   3.16853786
Step: 1 | Loss-mean:   5.59733200 | loss-std:   2.57922053
Step: 2 | Loss-mean:   7.14230108 | loss-std:   1.53063405
Step: 0 | Loss-mean:   8.53094292 | loss-std:   2.44750190
Step: 1 | Loss-mean:   6.17287827 | loss-std:   2.04974484
Step: 2 | Loss-mean:   7.50701237 | loss-std:   1.92002714
Step: 0 | Loss-mean:   8.15227890 | loss-std:   2.36075640
Step: 1 | Loss-mean:   6.38836670 | loss-std:   2.26601863
Step: 2 | Loss-mean:   7.54609966 | loss-std:   2.19646096
Step: 0 | Loss-mean:  10.25016022 | loss-std:   3.67588663
Step: 1 | Loss-mean:   5.43972778 | loss-std:   2.17022419
Step: 2 | Loss-mean:   6.80393219 | loss-std:   2.54975748
Step: 0 | Loss-mean:   8.49689770 | loss-std:   3.15489554
Step: 1 | Loss-mean:   7.23897314 | loss-std:   2.19381070
Step: 2 | Loss-mean:   8.34100533 | loss-std:   1.99139774
Step: 0 | Loss-mean:   8.41097927 | loss-std:   4.03932905
Step: 1 | Loss-mean:   5.96486235 | loss-std:   2.55646706
Step: 2 | Loss-mean:   6.85114288 | loss-std:   2.03036785
Step: 0 | Loss-mean:  10.04849434 | loss-std:   3.94818544
Step: 1 | Loss-mean:   6.22178745 | loss-std:   1.95820451
Step: 2 | Loss-mean:   7.39361954 | loss-std:   2.16101718
Step: 0 | Loss-mean:  10.09094524 | loss-std:   3.56745052
Step: 1 | Loss-mean:   6.54748583 | loss-std:   1.90363836
Step: 2 | Loss-mean:   7.93597794 | loss-std:   1.66981542
Step: 0 | Loss-mean:  10.11491966 | loss-std:   3.80095816
Step: 1 | Loss-mean:   6.80779076 | loss-std:   2.42583227
Step: 2 | Loss-mean:   8.11063957 | loss-std:   2.04223061
Step: 0 | Loss-mean:   8.24388504 | loss-std:   3.26810551
Step: 1 | Loss-mean:   5.75361061 | loss-std:   2.35823846
Step: 2 | Loss-mean:   7.45511246 | loss-std:   2.34996653
Step: 0 | Loss-mean:   9.21117210 | loss-std:   3.99180293
Step: 1 | Loss-mean:   6.22020102 | loss-std:   2.34694576
Step: 2 | Loss-mean:   7.30248642 | loss-std:   2.20465517
Step: 0 | Loss-mean:   8.36738300 | loss-std:   2.33158350
Step: 1 | Loss-mean:   6.35195351 | loss-std:   2.07165980
Step: 2 | Loss-mean:   7.39679050 | loss-std:   1.86471450
Step: 0 | Loss-mean:   8.20997143 | loss-std:   2.28397179
Step: 1 | Loss-mean:   5.96113920 | loss-std:   2.15525031
Step: 2 | Loss-mean:   7.36671543 | loss-std:   1.74322319
Step: 0 | Loss-mean:   9.46150494 | loss-std:   3.50485706
Step: 1 | Loss-mean:   6.42978001 | loss-std:   2.25530481
Step: 2 | Loss-mean:   7.26954794 | loss-std:   2.27787852
Step: 0 | Loss-mean:   8.79213142 | loss-std:   1.93902528
Step: 1 | Loss-mean:   6.87726116 | loss-std:   2.64988422
Step: 2 | Loss-mean:   8.36577702 | loss-std:   2.24651837
Step: 0 | Loss-mean:  12.19470024 | loss-std:   3.95201921
Step: 1 | Loss-mean:   7.47985506 | loss-std:   2.48000574
Step: 2 | Loss-mean:   8.73642826 | loss-std:   2.06861901
Step: 0 | Loss-mean:   9.02723885 | loss-std:   2.49822426
Step: 1 | Loss-mean:   6.40539551 | loss-std:   2.43203163
Step: 2 | Loss-mean:   7.68998814 | loss-std:   2.27680373
Step: 0 | Loss-mean:   9.20828342 | loss-std:   3.41524601
Step: 1 | Loss-mean:   6.70903683 | loss-std:   3.07638454
Step: 2 | Loss-mean:   7.21557140 | loss-std:   3.14889026
Step: 0 | Loss-mean:   8.25796032 | loss-std:   2.94414020
Step: 1 | Loss-mean:   5.78739166 | loss-std:   2.06363177
Step: 2 | Loss-mean:   7.11201382 | loss-std:   1.48646152
Step: 0 | Loss-mean:  11.31476021 | loss-std:   4.26648426
Step: 1 | Loss-mean:   6.41658354 | loss-std:   2.47989392
Step: 2 | Loss-mean:   7.47244978 | loss-std:   2.15107226
Step: 0 | Loss-mean:   8.41318130 | loss-std:   3.01589847
Step: 1 | Loss-mean:   5.97630310 | loss-std:   1.73983574
Step: 2 | Loss-mean:   7.84663296 | loss-std:   2.15576410
Step: 0 | Loss-mean:   8.19158459 | loss-std:   2.91484571
Step: 1 | Loss-mean:   5.38592720 | loss-std:   1.79800045
Step: 2 | Loss-mean:   6.85859776 | loss-std:   2.03186059
Step: 0 | Loss-mean:  10.64198017 | loss-std:   3.74911261
Step: 1 | Loss-mean:   6.22169113 | loss-std:   2.34580517
Step: 2 | Loss-mean:   7.77463293 | loss-std:   2.34480810
Step: 0 | Loss-mean:   8.59320927 | loss-std:   3.88262630
Step: 1 | Loss-mean:   5.27872944 | loss-std:   1.54913604
Step: 2 | Loss-mean:   7.18047142 | loss-std:   1.83226669
Step: 0 | Loss-mean:   9.79491043 | loss-std:   4.56475496
Step: 1 | Loss-mean:   6.10685253 | loss-std:   2.37587452
Step: 2 | Loss-mean:   7.31740093 | loss-std:   2.09615731
Step: 0 | Loss-mean:   9.41250420 | loss-std:   2.74436879
Step: 1 | Loss-mean:   6.18927336 | loss-std:   2.41458106
Step: 2 | Loss-mean:   7.03581238 | loss-std:   2.35700965
Step: 0 | Loss-mean:   8.61392212 | loss-std:   3.10370755
Step: 1 | Loss-mean:   5.48910141 | loss-std:   2.72645760
Step: 2 | Loss-mean:   6.86776876 | loss-std:   2.35009408
Step: 0 | Loss-mean:   9.70048332 | loss-std:   4.32075691
Step: 1 | Loss-mean:   6.24345398 | loss-std:   3.21296740
Step: 2 | Loss-mean:   6.86137581 | loss-std:   3.05468392
Step: 0 | Loss-mean:   9.91608143 | loss-std:   3.31175184
Step: 1 | Loss-mean:   6.65741253 | loss-std:   2.66707230
Step: 2 | Loss-mean:   7.05903053 | loss-std:   1.87859893
Step: 0 | Loss-mean:  10.39011574 | loss-std:   3.64995241
Step: 1 | Loss-mean:   5.43369293 | loss-std:   1.82734537
Step: 2 | Loss-mean:   7.35964108 | loss-std:   2.01921463
Step: 0 | Loss-mean:   9.04559803 | loss-std:   3.06123352
Step: 1 | Loss-mean:   6.69302464 | loss-std:   3.04158807
Step: 2 | Loss-mean:   8.28878212 | loss-std:   3.56970787
Step: 0 | Loss-mean:  11.09500694 | loss-std:   4.41167784
Step: 1 | Loss-mean:   7.03379107 | loss-std:   3.48245168
Step: 2 | Loss-mean:   7.90085220 | loss-std:   4.18021202
Step: 0 | Loss-mean:   7.77916098 | loss-std:   2.86136150
Step: 1 | Loss-mean:   5.98049641 | loss-std:   2.53784847
Step: 2 | Loss-mean:   6.96627712 | loss-std:   2.07685709
Step: 0 | Loss-mean:  10.13897896 | loss-std:   3.82233071
Step: 1 | Loss-mean:   6.95998526 | loss-std:   1.89592516
Step: 2 | Loss-mean:   8.06714439 | loss-std:   1.89081347
Step: 0 | Loss-mean:   8.63379669 | loss-std:   3.89006567
Step: 1 | Loss-mean:   6.13061619 | loss-std:   2.28742528
Step: 2 | Loss-mean:   7.31860924 | loss-std:   2.14913416
Step: 0 | Loss-mean:   9.39813805 | loss-std:   3.39381909
Step: 1 | Loss-mean:   7.31169558 | loss-std:   2.24502230
Step: 2 | Loss-mean:   8.33252144 | loss-std:   2.32234287
Step: 0 | Loss-mean:   8.37632370 | loss-std:   3.22484016
Step: 1 | Loss-mean:   6.14081144 | loss-std:   1.92573798
Step: 2 | Loss-mean:   7.92934656 | loss-std:   1.80683994
Step: 0 | Loss-mean:   9.99501991 | loss-std:   4.01912832
Step: 1 | Loss-mean:   6.25471973 | loss-std:   1.94030154
Step: 2 | Loss-mean:   7.10591316 | loss-std:   2.47443652
Step: 0 | Loss-mean:   8.91619205 | loss-std:   3.13096619
Step: 1 | Loss-mean:   6.69963837 | loss-std:   2.23294830
Step: 2 | Loss-mean:   8.20186424 | loss-std:   1.93703151
Step: 0 | Loss-mean:   7.67241001 | loss-std:   3.79557896
Step: 1 | Loss-mean:   5.56155539 | loss-std:   2.43239450
Step: 2 | Loss-mean:   7.37653732 | loss-std:   2.87752986
Step: 0 | Loss-mean:   9.50624561 | loss-std:   2.82616329
Step: 1 | Loss-mean:   6.94411945 | loss-std:   2.64001441
Step: 2 | Loss-mean:   7.99039650 | loss-std:   2.56774426
Step: 0 | Loss-mean:   9.36630440 | loss-std:   3.63624263
Step: 1 | Loss-mean:   5.64455223 | loss-std:   2.32775116
Step: 2 | Loss-mean:   7.16553497 | loss-std:   2.48587275
Step: 0 | Loss-mean:  10.97898102 | loss-std:   3.97330642
Step: 1 | Loss-mean:   6.42797470 | loss-std:   2.05201411
Step: 2 | Loss-mean:   7.30743837 | loss-std:   1.92912030
Step: 0 | Loss-mean:   8.39802361 | loss-std:   3.52548695
Step: 1 | Loss-mean:   5.53212214 | loss-std:   3.02485728
Step: 2 | Loss-mean:   7.06544542 | loss-std:   2.50774002
Step: 0 | Loss-mean:   9.75955391 | loss-std:   2.83663511
Step: 1 | Loss-mean:   5.72498798 | loss-std:   2.31449866
Step: 2 | Loss-mean:   7.66236353 | loss-std:   2.11521959
tick 2     kimg 2.0       time 2m 34s       sec/tick 72.0    sec/kimg 73.80   maintenance 0.0    gpumem 2.21   reserved 2.29  

Exiting...
