trial_number,exp_folder,a,b,c,d,w1,w2,w3,w4,fid_score,state
17,00017-cifar10-4-2-dpmpp-3-poly7.0-afs,0.11536202346196324,0.024605337017072553,0.8003330939328297,0.5839917706797357,0.11536202346196324,0.1399673604790358,0.9403004544118655,1.5242922250916013,4.454125450621798,COMPLETE
18,00018-cifar10-4-2-dpmpp-3-poly7.0-afs,0.31489827781860813,0.6239467320945281,0.47684697311614416,0.4543925827047073,0.31489827781860813,0.9388450099131362,1.4156919830292805,1.8700845657339877,4.626829369443312,COMPLETE
19,00019-cifar10-4-2-dpmpp-3-poly7.0-afs,0.04552913267770779,0.13623697440614865,0.5866093411198128,0.31869436778996674,0.04552913267770779,0.18176610708385643,0.7683754482036692,1.0870698159936358,4.4643798488676385,COMPLETE
20,00020-cifar10-4-2-dpmpp-3-poly7.0-afs,0.21146144678355372,0.25780126777583406,0.7061840686554071,0.842447734107515,0.21146144678355372,0.4692627145593878,1.1754467832147948,2.0178945173223095,4.506229820740472,COMPLETE
21,00021-cifar10-4-2-dpmpp-3-poly7.0-afs,0.020727581227924334,0.03287387354951145,0.6324361206548856,0.000890155569598372,0.020727581227924334,0.05360145477743578,0.6860375754323215,0.6869277310019198,4.435658114628152,COMPLETE
22,00022-cifar10-4-2-dpmpp-3-poly7.0-afs,0.10303103694196217,0.08972420699978015,0.5297787597317452,0.17274001726613097,0.10303103694196217,0.19275524394174232,0.7225340036734875,0.8952740209396185,4.484459244649895,COMPLETE
23,00023-cifar10-4-2-dpmpp-3-poly7.0-afs,0.07601590203795128,0.003905703445805861,0.8026350528547626,0.5034330644347208,0.07601590203795128,0.07992160548375714,0.8825566583385197,1.3859897227732405,4.453637052313398,COMPLETE
24,00024-cifar10-4-2-dpmpp-3-poly7.0-afs,0.18046929449696836,0.11439534773407724,0.3868194845440168,0.3047570418993119,0.18046929449696836,0.2948646422310456,0.6816841267750624,0.9864411686743744,4.514422836333078,COMPLETE
25,00025-cifar10-4-2-dpmpp-3-poly7.0-afs,0.26209500215019266,0.1685138006039562,0.6847008086967271,0.6981688213713606,0.26209500215019266,0.43060880275414887,1.115309611450876,1.8134784328222366,4.5182707364809485,COMPLETE
26,00026-cifar10-4-2-dpmpp-3-poly7.0-afs,0.3906395092860854,0.3148058919036593,0.7535337094982025,0.11614387692616301,0.3906395092860854,0.7054454011897446,1.458979110687947,1.57512298761411,4.652799845619926,COMPLETE
27,00027-cifar10-4-2-dpmpp-3-poly7.0-afs,0.00551535495040258,0.19878452303432836,0.8502140739347371,0.892589239032212,0.00551535495040258,0.20429987798473095,1.0545139519194682,1.94710319095168,4.458904606079038,COMPLETE
28,00028-cifar10-4-2-dpmpp-3-poly7.0-afs,0.14111943770107424,0.062575339158213,0.9760762380822977,0.5141328111617413,0.14111943770107424,0.20369477685928725,1.179771014941585,1.6939038261033263,4.4730176225220175,COMPLETE
29,00029-cifar10-4-2-dpmpp-3-poly7.0-afs,0.06804481574270677,0.00421597667572526,0.25492694226356605,0.24106715719549224,0.06804481574270677,0.07226079241843203,0.3271877346819981,0.5682548918774903,4.417308643445493,COMPLETE
30,00030-cifar10-4-2-dpmpp-3-poly7.0-afs,0.49533356170986187,0.08843572320649705,0.28893936553870747,0.25489916702035276,0.49533356170986187,0.5837692849163589,0.8727086504550664,1.1276078174754192,4.643737159727742,COMPLETE
31,00031-cifar10-4-2-dpmpp-3-poly7.0-afs,0.06457828233251095,0.009042670916206422,0.4453577733080207,0.4010673558242379,0.06457828233251095,0.07362095324871737,0.518978726556738,0.920046082380976,4.436067226970875,COMPLETE
32,00032-cifar10-4-2-dpmpp-3-poly7.0-afs,0.07289426468953078,0.0925945303141478,0.2892005841976652,0.3478347657078243,0.07289426468953078,0.16548879500367858,0.4546893792013438,0.802524144909168,4.431610895418059,COMPLETE
33,00033-cifar10-4-2-dpmpp-3-poly7.0-afs,0.2474079704458357,0.0941357111937784,0.3165967181900175,0.2559708466154765,0.2474079704458357,0.3415436816396141,0.6581403998296316,0.914111246445108,4.5421992412647665,COMPLETE
34,00034-cifar10-4-2-dpmpp-3-poly7.0-afs,0.14399942383440686,0.1898273199115642,0.17095298413249221,0.16663511486159344,0.14399942383440686,0.3338267437459711,0.5047797278784634,0.6714148427400568,4.527451754919386,COMPLETE
35,00035-cifar10-4-2-dpmpp-3-poly7.0-afs,0.07607215529185832,0.8644629406153979,0.014805652884336218,0.3676866411331337,0.07607215529185832,0.9405350959072561,0.9553407487915924,1.323027389924726,4.614958437976162,COMPLETE
36,00036-cifar10-4-2-dpmpp-3-poly7.0-afs,0.649404579288833,0.3313689899848157,0.43365004894611164,0.08531313331179362,0.649404579288833,0.9807735692736487,1.4144236182197603,1.4997367515315538,4.732087196523049,COMPLETE
37,00037-cifar10-4-2-dpmpp-3-poly7.0-afs,0.7470708758240365,0.08218554959862329,0.23937965974179679,0.3201816821945802,0.7470708758240365,0.8292564254226598,1.0686360851644565,1.3888177673590367,4.716945425661419,COMPLETE
38,00038-cifar10-4-2-dpmpp-3-poly7.0-afs,0.5806318985981097,0.5850275183333284,0.3255408136078395,0.19979714741310783,0.5806318985981097,1.165659416931438,1.4912002305392775,1.6909973779523852,4.743657214929087,COMPLETE
39,00039-cifar10-4-2-dpmpp-3-poly7.0-afs,0.06957933758356313,0.39898282809549035,0.24762350156297494,0.049835747460776285,0.06957933758356313,0.4685621656790535,0.7161856672420285,0.7660214147028047,4.545444553463143,COMPLETE
40,00040-cifar10-4-2-dpmpp-3-poly7.0-afs,0.224904878743271,0.15089927174470144,0.1734160128955461,0.464639341173267,0.224904878743271,0.37580415048797244,0.5492201633835185,1.0138595045567855,4.517956041448155,COMPLETE
41,00041-cifar10-4-2-dpmpp-3-poly7.0-afs,0.1555261657185813,0.0002608650313117647,0.5240722671695531,0.37598102398580574,0.1555261657185813,0.15578703074989306,0.6798592979194462,1.055840321905252,4.471976368042129,COMPLETE
42,00042-cifar10-4-2-dpmpp-3-poly7.0-afs,0.06574903589064379,0.05442750534895975,0.4191327207518025,0.3681645314978441,0.06574903589064379,0.12017654123960354,0.539309261991406,0.9074737934892502,4.438596093218784,COMPLETE
43,00043-cifar10-4-2-dpmpp-3-poly7.0-afs,0.07484955646715102,0.057763528673513025,0.42249007366341756,0.23757429517301856,0.07484955646715102,0.13261308514066406,0.5551031588040816,0.7926774539771001,4.443797388449372,COMPLETE
44,00044-cifar10-4-2-dpmpp-3-poly7.0-afs,0.28421237383787046,0.22600593716325063,0.37366529359488715,0.29873429414996083,0.28421237383787046,0.5102183110011211,0.8838836045960083,1.1826178987459692,4.571195578371311,COMPLETE
45,00045-cifar10-4-2-dpmpp-3-poly7.0-afs,0.052308907468283886,0.12640819151533322,0.41909945639405866,0.5462307482955842,0.052308907468283886,0.1787170989836171,0.5978165553776758,1.14404730367326,4.446351641918038,COMPLETE
46,00046-cifar10-4-2-dpmpp-3-poly7.0-afs,0.11763443472542551,0.05097273552002339,0.11949171158717939,0.6663209123083638,0.11763443472542551,0.1686071702454489,0.28809888183262833,0.9544197941409921,4.42941795917557,COMPLETE
47,00047-cifar10-4-2-dpmpp-3-poly7.0-afs,0.182372256282042,0.049918285024482714,0.20572773406958528,0.6237494164359167,0.182372256282042,0.2322905413065247,0.43801827537611,1.0617676918120267,4.462937917389552,COMPLETE
48,00048-cifar10-4-2-dpmpp-3-poly7.0-afs,0.13244193028189732,0.4619228164412199,0.08943400148554845,0.7087600124692017,0.13244193028189732,0.5943647467231172,0.6837987482086657,1.3925587606778675,4.531699968973203,COMPLETE
49,00049-cifar10-4-2-dpmpp-3-poly7.0-afs,0.8413738750636972,0.12403268076437196,0.09948927835262195,0.6104218000414525,0.8413738750636972,0.9654065558280691,1.0648958341806911,1.6753176342221436,4.728219496523776,COMPLETE
